"PLAYER","BASE.SALARY","SIGN.BONUS","ALL.BONUSES","CAP.VALUE","SALARY","POSITION","TEAM","YEAR"
"Schobel, Aaron",1500000,,,8723555,7156889,"Defensive End","bills","2008"
"McKelvin, Leodis",295000,3e+06,,1745000,6888750,"Cornerback","bills","2008"
"Stroud, Marcus",3e+06,,,5668706,5252040,"Defensive Tackle","bills","2008"
"Dockery, Derrick",1500000,8100000,,6353240,5003240,"Outside Linebacker","bills","2008"
"Walker, Langston",2e+06,5e+06,,6001800,5001800,"Outside Linebacker","bills","2008"
"Mitchell, Kawika",1500000,,,4003240,4003240,"Linebacker","bills","2008"
"Parrish, Roscoe",520000,1100000,,4256080,3971080,"Wide Receiver","bills","2008"
"Whitner, Donte'",445000,1500000,,2734500,3874000,"Safety","bills","2008"
"Johnson, Spencer",1e+06,,,3503840,3503840,"Defensive End","bills","2008"
"Peters, Jason",3250000,1500000,,4450000,3400000,"Outside Linebacker","bills","2008"
"McGee, Terrence",2750000,5e+06,,4125000,3350000,"Cornerback","bills","2008"
"Losman, J.P.",1900000,,,3068730,3300480,"Quarterback","bills","2008"
"Denney, Ryan",2300000,1600000,,3102040,3152040,"Defensive End","bills","2008"
"Kelsay, Chris",1400000,8e+06,,5e+06,3e+06,"Defensive End","bills","2008"
"Lynch, Marshawn",375000,3006150,,1953073,2635770,"Running Back","bills","2008"
"Hardy, James",295000,1404000,,711000,2586000,"Wide Receiver","bills","2008"
"Williams, Kyle",7e+05,,,2502090,2553840,"Defensive Tackle","bills","2008"
"Butler, Brad",945000,,,2493190,2549440,"Outside Linebacker","bills","2008"
"Reed, Josh",1825000,2e+06,,2925000,2500000,"Wide Receiver","bills","2008"
"Moorman, Brian",750000,,,2237868,2101440,"Punter/Kicker","bills","2008"
"Fowler, Melvin",1775000,2e+06,,3321108,2079440,"Outside Linebacker","bills","2008"
"Royal, Robert",1675000,2500000,,2327160,1827160,"Tight End","bills","2008"
"Crowell, Angelo",1300000,2375000,,1968750,1725000,"Linebacker","bills","2008"
"Posluszny, Paul",5e+05,1468000,,872400,1572400,"Linebacker","bills","2008"
"Lindell, Rian",1e+06,3e+05,,1563720,1503720,"Punter/Kicker","bills","2008"
"McCargo, John",572500,,,1575000,1337500,"Defensive Tackle","bills","2008"
"Greer, Jabari",950000,110000,,1015000,1210000,"Cornerback","bills","2008"
"Ellis, Chris",295000,803000,,495750,1098000,"Defensive End","bills","2008"
"Scott, Bryan",650000,,,8e+05,950000,"Safety","bills","2008"
"Preston, Duke",927000,415000,,1035070,931320,"Outside Linebacker","bills","2008"
"Whittle, Jason",730017,40000,,772057,772057,"Outside Linebacker","bills","2008"
"Corner, Reggie",295000,460850,,410212,755850,"Cornerback","bills","2008"
"Fine, Derek",295000,398000,,394500,693000,"Tight End","bills","2008"
"Edwards, Trent",370000,631000,,732190,624440,"Quarterback","bills","2008"
"Chambers, Kirk",520000,,,525400,525400,"Outside Linebacker","bills","2008"
"Wilson, George",520000,,,524800,524800,"Wide Receiver","bills","2008"
"Hamdan, Gibran",520000,,,524560,524560,"Quarterback","bills","2008"
"McIntyre, Corey",520000,,,397647,520000,"Running Back","bills","2008"
"Bowen, Alvin",295000,180699,,245174,475699,"Linebacker","bills","2008"
"Ellison, Keith",445000,80250,,477030,450280,"Linebacker","bills","2008"
"DiGiorgio, John",445000,10000,,453254,449920,"Linebacker","bills","2008"
"Youboty, Ashton",445000,785000,,646170,449920,"Cornerback","bills","2008"
"Simpson, Ko",445000,465000,,565690,449440,"Safety","bills","2008"
"Omon, Xavier",295000,99250,,319812,394250,"Running Back","bills","2008"
"Schouman, Derek",370000,,,375520,375520,"Running Back","bills","2008"
"Wendling, John",370000,98750,,400207,375520,"Safety","bills","2008"
"Bryan, Copeland",370000,,,374800,374800,"Defensive End","bills","2008"
"Jenkins, Justin",370000,,,374800,374800,"Wide Receiver","bills","2008"
"Neill, Ryan",370000,,,374560,374560,"Defensive End","bills","2008"
"Jackson, Fredrick",370000,,,374320,374320,"Running Back","bills","2008"
"Costanzo, Blake",370000,,,370000,370000,"Linebacker","bills","2008"
"Bell, Demetrius",295000,56600,,309150,351600,"Outside Linebacker","bills","2008"
"Johnson, Steve",295000,54030,,308507,349030,"Wide Receiver","bills","2008"
"Corto, Jon",295000,,,300400,300400,"Safety","bills","2008"
"Baker, Matt",295000,,,202520,297520,"Quarterback","bills","2008"
"Evans, Lee",4600000,4400000,,6577182,9002600,"Wide Receiver","bills","2009"
"Schobel, Aaron",3500000,,,8564431,6997761,"Defensive End","bills","2009"
"Stroud, Marcus",3400000,2100000,,5593746,6502080,"Defensive Tackle","bills","2009"
"McGee, Terrence",3e+06,3e+06,,4975000,6375000,"Cornerback","bills","2009"
"Owens, Terrell",2250000,4e+06,,6250000,6250000,"Wide Receiver","bills","2009"
"McKelvin, Leodis",385000,,,2816455,6243330,"Cornerback","bills","2009"
"Hangartner, Geoff",1900000,3e+06,,2750000,5e+06,"Outside Linebacker","bills","2009"
"Kelsay, Chris",3e+06,,,5600000,3600000,"Defensive End","bills","2009"
"Maybin, Aaron",1450000,2e+06,,1850000,3450000,"Defensive End","bills","2009"
"Florence, Drayton",1500000,850000,,2927470,3352470,"Cornerback","bills","2009"
"Reed, Josh",2475000,,,3675000,3175000,"Wide Receiver","bills","2009"
"Fitzpatrick, Ryan",1820000,1170000,,2215590,2995590,"Quarterback","bills","2009"
"Whitner, Donte'",2355000,,,4823750,2855000,"Safety","bills","2009"
"Wood, Eric",310000,2e+06,,1235000,2835000,"Outside Linebacker","bills","2009"
"Williams, Kyle",1245000,,,2796240,2747990,"Defensive Tackle","bills","2009"
"Johnson, Spencer",1e+06,,,2751950,2501950,"Defensive End","bills","2009"
"Parrish, Roscoe",1e+06,,,2720000,2500000,"Wide Receiver","bills","2009"
"Mitchell, Kawika",1500000,,,2552340,2402340,"Linebacker","bills","2009"
"Jackson, Fredrick",5e+05,1100000,,1428770,2253770,"Running Back","bills","2009"
"Byrd, Jairus",310000,1720000,,740000,2030000,"Cornerback","bills","2009"
"Butler, Brad",1e+06,,,2043750,2e+06,"Outside Linebacker","bills","2009"
"Levitre, Andy",310000,1400000,,660000,1710000,"Outside Linebacker","bills","2009"
"Moorman, Brian",1175000,,,1762992,1626560,"Punter/Kicker","bills","2009"
"Denney, Ryan",1500000,,,2651560,1501560,"Defensive End","bills","2009"
"Lindell, Rian",1090000,,,1404160,1344160,"Punter/Kicker","bills","2009"
"Ellison, Keith",1010000,,,1015590,1015590,"Linebacker","bills","2009"
"Wilson, George",1010000,,,1015590,1015590,"Wide Receiver","bills","2009"
"Scott, Bryan",8e+05,,,1100000,1e+06,"Safety","bills","2009"
"McCargo, John",835000,,,1837500,885000,"Defensive Tackle","bills","2009"
"Draft, Chris",845000,,,596471,845000,"Linebacker","bills","2009"
"McIntyre, Corey",635000,1e+05,,735000,785000,"Running Back","bills","2009"
"Nelson, Shawn",310000,461000,,425250,771000,"Tight End","bills","2009"
"Posluszny, Paul",6e+05,,,1067000,7e+05,"Linebacker","bills","2009"
"McKinney, Seth",620000,50000,,514550,674550,"Outside Linebacker","bills","2009"
"Lynch, Marshawn",630000,,,2208233,632080,"Running Back","bills","2009"
"Chambers, Kirk",620000,,,620000,620000,"Outside Linebacker","bills","2009"
"Johnson, Todd",620000,,,324706,620000,"Safety","bills","2009"
"Youboty, Ashton",535000,,,736320,540070,"Cornerback","bills","2009"
"Jenkins, Justin",535000,,,503529,535000,"Wide Receiver","bills","2009"
"Harris, Nic",310000,188150,,357037,498150,"Safety","bills","2009"
"Schouman, Derek",460000,,,465850,465850,"Running Back","bills","2009"
"Scott, Jonathan",460000,,,465590,465590,"Outside Linebacker","bills","2009"
"Edwards, Trent",460000,,,822950,465200,"Quarterback","bills","2009"
"Philip, Marvin",460000,,,250200,465200,"Outside Linebacker","bills","2009"
"Wendling, John",460000,,,489887,465200,"Safety","bills","2009"
"Hardy, James",450000,,,804900,453900,"Wide Receiver","bills","2009"
"Harris, Cary",310000,106800,,336700,416800,"Cornerback","bills","2009"
"Corto, Jon",385000,,,390850,390850,"Safety","bills","2009"
"Buggs, Marcus",385000,,,390720,390720,"Linebacker","bills","2009"
"Ellis, Chris",385000,,,591080,390330,"Defensive End","bills","2009"
"Fine, Derek",385000,,,489700,390200,"Tight End","bills","2009"
"Bell, Demetrius",385000,,,404220,390070,"Outside Linebacker","bills","2009"
"Corner, Reggie",385000,,,504242,389030,"Cornerback","bills","2009"
"Johnson, Steve",385000,,,401887,388380,"Wide Receiver","bills","2009"
"Stupar, Jonathan",385000,,,339706,385000,"Tight End","bills","2009"
"Lankster, Ellis",310000,59125,,324781,369125,"Cornerback","bills","2009"
"Smith, Marcus",310000,,5460,315460,315460,"Defensive End","bills","2009"
"McGhee, Jermaine",310000,,,217210,312210,"Defensive End","bills","2009"
"Palmer, Ashlee",310000,2000,,311000,312000,"Linebacker","bills","2009"
"Sanborn, Garrison",310000,,,311690,311690,"Outside Linebacker","bills","2009"
"Sargeant, Lydell",310000,1000,,310333,311000,"Cornerback","bills","2009"
"Hairston, Justise",310000,,,215130,310130,"Running Back","bills","2009"
"Meredith, Jamon",310000,,,273529,310000,"Outside Linebacker","bills","2009"
"Taylor, Jason",525000,3475000,,4287700,5567700,"Defensive End","dolphins","2002"
"Fiedler, Jay",525000,4124816,,1716629,4649816,"Quarterback","dolphins","2002"
"Surtain, Patrick",525000,3925000,,2761371,4474000,"Cornerback","dolphins","2002"
"Madison, Sam",4300000,,,6037931,4357000,"Cornerback","dolphins","2002"
"Thomas, Zach",3950000,,,6164250,4250000,"Linebacker","dolphins","2002"
"Bowens, Tim",650000,3e+06,,1250000,3650000,"Defensive Tackle","dolphins","2002"
"Marion, Brock",650000,2750000,,1200000,3400000,"Safety","dolphins","2002"
"Williams, Jay",950000,1400000,,1300000,2350000,"Defensive End","dolphins","2002"
"Chester, Larry",525000,1250000,,775000,1775000,"Defensive Tackle","dolphins","2002"
"Ruddy, Tim",1750000,,,2550000,1750000,"Outside Linebacker","dolphins","2002"
"Rodgers, Derrick",1600000,,,2350000,1600000,"Linebacker","dolphins","2002"
"Mare, Olindo",1500000,,,1916666,1500000,"Punter/Kicker","dolphins","2002"
"Dixon, Mark",1350000,,,1583333,1350000,"Outside Linebacker","dolphins","2002"
"Gadsden, Oronde",1350000,,,1583333,1350000,"Wide Receiver","dolphins","2002"
"McKnight, James",1e+06,,,1564050,1204050,"Wide Receiver","dolphins","2002"
"Smith, Brent",1100000,,,1300000,1100000,"Outside Linebacker","dolphins","2002"
"Burnett, Rob",8e+05,2e+05,,9e+05,1e+06,"Defensive End","dolphins","2002"
"Perry, Todd",1e+06,,,1300000,1e+06,"Outside Linebacker","dolphins","2002"
"Royals, Mark",750000,25000,25630,475630,775630,"Punter/Kicker","dolphins","2002"
"Ward, Dedric",525000,240000,,880000,765000,"Wide Receiver","dolphins","2002"
"Spriggs, Marcus (OL)",650000,,,854320,754320,"Outside Linebacker","dolphins","2002"
"Carter, Cris",935000,,,745000,745000,"Wide Receiver","dolphins","2002"
"Fletcher, Jamar",325000,,,1175000,625000,"Cornerback","dolphins","2002"
"McGarrahan, Scott",525000,1e+05,,558333,625000,"Safety","dolphins","2002"
"Rosenfels, Sage",3e+05,306000,,3e+05,606000,"Quarterback","dolphins","2002"
"McKinney, Seth",225000,376000,,350333,601000,"Outside Linebacker","dolphins","2002"
"McMichael, Randy",225000,372500,,318125,597500,"Tight End","dolphins","2002"
"Wooden, Shawn",525000,50000,,550000,575000,"Safety","dolphins","2002"
"Weaver, Jed",563000,,,567680,567680,"Tight End","dolphins","2002"
"Perry, Ed",525000,,,589500,539500,"Tight End","dolphins","2002"
"Nails, Jamie",525000,,,533680,533680,"Outside Linebacker","dolphins","2002"
"Galyon, Scott",59948,525000,,525000,525000,"Linebacker","dolphins","2002"
"Lucas, Ray",525000,,,791666,525000,"Quarterback","dolphins","2002"
"Russell, Twan",525000,,,585000,525000,"Linebacker","dolphins","2002"
"Konrad, Rob",506500,,,744000,506500,"Running Back","dolphins","2002"
"Williams, Ricky (Errick Lynne)",450000,,,453870,453870,"Running Back","dolphins","2002"
"Bowens, David",450000,,,452970,452970,"Defensive End","dolphins","2002"
"Green, Ray",389000,,,393680,393680,"Cornerback","dolphins","2002"
"Gamble, Trent",375000,,,379680,379680,"Safety","dolphins","2002"
"Freeman, Arturo",375000,,,413923,379590,"Safety","dolphins","2002"
"Hendricks, Tommy",375000,,,382743,379410,"Linebacker","dolphins","2002"
"Dyer, Deon",375000,,,462333,375000,"Running Back","dolphins","2002"
"Haley, Jermaine",375000,,,383333,375000,"Defensive End","dolphins","2002"
"Wade, Todd",375000,,,636750,375000,"Outside Linebacker","dolphins","2002"
"Lowe, Omare",225000,106275,,260425,331275,"Cornerback","dolphins","2002"
"Edwards, Robert",3e+05,,,308590,308590,"Running Back","dolphins","2002"
"Ogunleye, Adewale",3e+05,,,304410,304410,"Defensive End","dolphins","2002"
"Chambers, Chris",3e+05,,,596875,3e+05,"Wide Receiver","dolphins","2002"
"Greenwood, Morlon",3e+05,,,440000,3e+05,"Linebacker","dolphins","2002"
"Minor, Travis",3e+05,,,444000,3e+05,"Running Back","dolphins","2002"
"Johnson, Albert",275000,,,284680,279680,"Wide Receiver","dolphins","2002"
"Jerman, Greg",225000,4000,,227000,229000,"Outside Linebacker","dolphins","2002"
"Romero, Dario",225000,2000,,227620,228620,"Defensive Tackle","dolphins","2002"
"Baker, Robert",225000,,,172059,172059,"Wide Receiver","dolphins","2002"
"Miranda, Paul",450000,,,158824,158824,"Cornerback","dolphins","2002"
"Seaverns, Justin",225000,,,105882,105882,"Linebacker","dolphins","2002"
"Henry, Leonard",225000,,,52941,52941,"Running Back","dolphins","2002"
"Andrew, Troy",3e+05,,,35294,35294,"Outside Linebacker","dolphins","2002"
"Bundren, Jim",450000,,,208680,8680,"Outside Linebacker","dolphins","2002"
"Wagstaff, James",225000,,,3620,3620,"Outside Linebacker","dolphins","2002"
"Thomas, Zach",655000,6e+06,,3569250,6655000,"Linebacker","dolphins","2003"
"Taylor, Jason",4500000,,,7866100,5671100,"Defensive End","dolphins","2003"
"Madison, Sam",5300000,,,7030931,5350000,"Cornerback","dolphins","2003"
"Surtain, Patrick",5062500,,,7347871,5135500,"Cornerback","dolphins","2003"
"Seau, Junior",755000,3295000,,1578750,4050000,"Linebacker","dolphins","2003"
"Williams, Ricky (Errick Lynne)",2630000,,,2633500,2633500,"Running Back","dolphins","2003"
"Fiedler, Jay",750000,1250000,,1990925,2103462,"Quarterback","dolphins","2003"
"Moore, Eddie",225000,1540000,,533000,1765000,"Linebacker","dolphins","2003"
"Griese, Brian",530000,1e+06,,1030000,1530000,"Quarterback","dolphins","2003"
"McKnight, James",1500000,,,1865000,1505000,"Wide Receiver","dolphins","2003"
"Ruddy, Tim",655000,6e+05,,1755000,1255000,"Outside Linebacker","dolphins","2003"
"Zgonina, Jeff",755000,5e+05,,880000,1255000,"Defensive Tackle","dolphins","2003"
"Dixon, Mark",530000,7e+05,,763333,1230000,"Outside Linebacker","dolphins","2003"
"Mare, Olindo",530000,684706,684706,1403136,1214706,"Punter/Kicker","dolphins","2003"
"Perry, Todd",1200000,,,1500000,1200000,"Outside Linebacker","dolphins","2003"
"Konrad, Rob",530000,6e+05,,680000,1130000,"Running Back","dolphins","2003"
"Thompson, Derrius",530000,6e+05,,730000,1130000,"Wide Receiver","dolphins","2003"
"Bowens, David",530000,3e+05,,355882,930000,"Defensive End","dolphins","2003"
"Bowens, Tim",850000,,,1450000,850000,"Defensive Tackle","dolphins","2003"
"Burnett, Rob",850000,,,950000,850000,"Defensive End","dolphins","2003"
"Chester, Larry",850000,,,1100000,850000,"Defensive Tackle","dolphins","2003"
"Smith, Wade",225000,612500,,378125,837500,"Outside Linebacker","dolphins","2003"
"Knight, Sammy",530000,3e+05,,680000,830000,"Safety","dolphins","2003"
"Marion, Brock",8e+05,,,1360000,810000,"Safety","dolphins","2003"
"Buckley, Terrell",755000,25000,,480000,785000,"Cornerback","dolphins","2003"
"Whitley, Taylor",225000,539288,,359822,764288,"Outside Linebacker","dolphins","2003"
"Williams, Jay",762500,,,1112500,762500,"Defensive End","dolphins","2003"
"Fletcher, Jamar",750000,,,1300000,750000,"Cornerback","dolphins","2003"
"Turk, Matt",655000,,,344118,655000,"Punter/Kicker","dolphins","2003"
"Freeman, Arturo",605000,,,608200,608200,"Safety","dolphins","2003"
"Gamble, Trent",450000,150000,,5e+05,6e+05,"Safety","dolphins","2003"
"Perry, Ed",550000,,,615000,565000,"Tight End","dolphins","2003"
"Ayanbadejo, Obafemi",530000,,,465000,545000,"Running Back","dolphins","2003"
"Nails, Jamie",530000,,,535000,535000,"Outside Linebacker","dolphins","2003"
"Wooden, Shawn",530000,,,533400,533400,"Safety","dolphins","2003"
"Gadsden, Oronde",530000,,,158824,530000,"Wide Receiver","dolphins","2003"
"Hendricks, Tommy",525000,,,533333,530000,"Linebacker","dolphins","2003"
"Rogers, Charlie",530000,,,132353,530000,"Running Back","dolphins","2003"
"Wade, Todd",450000,,,711750,450000,"Outside Linebacker","dolphins","2003"
"Wyrick, Jimmy",450000,,,105882,450000,"Cornerback","dolphins","2003"
"Rosenfels, Sage",389000,,,394000,394000,"Quarterback","dolphins","2003"
"Chambers, Chris",389000,,,685875,389000,"Wide Receiver","dolphins","2003"
"Greenwood, Morlon",389000,,,529000,389000,"Linebacker","dolphins","2003"
"Minor, Travis",389000,,,533000,389000,"Running Back","dolphins","2003"
"Ogunleye, Adewale",375000,,,378200,378200,"Defensive End","dolphins","2003"
"Bedell, Brad",375000,,,154412,375000,"Outside Linebacker","dolphins","2003"
"Lee, Donald",225000,133000,,258250,358000,"Tight End","dolphins","2003"
"Tolver, J.R.",225000,116000,,254000,341000,"Wide Receiver","dolphins","2003"
"Borum, Jarvis",3e+05,,,154000,309000,"Outside Linebacker","dolphins","2003"
"Henry, Leonard",3e+05,,,305000,305000,"Running Back","dolphins","2003"
"Romero, Dario",3e+05,,,305300,304300,"Defensive Tackle","dolphins","2003"
"Grau, Jeff",3e+05,,,194118,3e+05,"Outside Linebacker","dolphins","2003"
"Jerman, Greg",3e+05,,,3e+05,3e+05,"Outside Linebacker","dolphins","2003"
"McKinney, Seth",3e+05,,,425333,3e+05,"Outside Linebacker","dolphins","2003"
"McMichael, Randy",3e+05,,,393125,3e+05,"Tight End","dolphins","2003"
"Jenkins, Corey",225000,74891,,249963,299891,"Linebacker","dolphins","2003"
"Williams, Davern",225000,27000,,139000,252000,"Defensive Tackle","dolphins","2003"
"Ayanbadejo, Brendon",225000,10000,,237933,244600,"Linebacker","dolphins","2003"
"Yates, Billy",225000,9500,,229750,234500,"Outside Linebacker","dolphins","2003"
"Grigsby, Otis",225000,7500,,228750,232500,"Defensive End","dolphins","2003"
"Simmons, Sam",225000,,,230000,230000,"Wide Receiver","dolphins","2003"
"Brown, Tony",225000,,,39706,225000,"Defensive End","dolphins","2003"
"Newson, Kendall",225000,,,13235,225000,"Wide Receiver","dolphins","2003"
